Id,Lot Frontage,Lot Area,Neighborhood,Overall Qual,Year Built,Year Remod/Add,Exterior 1st,Exterior 2nd,Exter Qual,Foundation,Bsmt Qual,Bsmt Cond,Total Bsmt SF,Heating QC,Central Air,Gr Liv Area,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Finish,Garage Cars,Garage Area,Garage Qual,Paved Drive,Mo Sold,Yr Sold,SalePrice,total bath,total sf,age,Neighborhood Interaction,overall SF Interaction
2657,48,5747,0,3,1920,1950,Wd Sdng,Wd Sdng,3,PConc,3,3,798.0,4,1,840,2,5,Typ,0,1,1.0,250.0,3,1,6,2006,64000,1.0,1888.0,86,0.0,5664.0
907,55,4500,0,5,1932,2000,VinylSd,Stucco,3,BrkTil,3,3,793.0,5,1,1520,3,6,Typ,0,1,1.0,281.0,3,3,7,2009,159434,1.0,2594.0,77,0.0,12970.0
1777,91,11830,6,8,2007,2007,VinylSd,VinylSd,4,PConc,4,3,1542.0,5,1,1542,4,6,Typ,1,1,3.0,852.0,3,3,7,2007,260261,3.0,3936.0,0,23616.0,31488.0
164,71,8520,0,5,1952,1952,BrkFace,Wd Sdng,3,CBlock,3,3,910.0,2,1,1385,3,6,Typ,0,1,2.0,720.0,3,3,6,2010,166000,2.0,3015.0,58,0.0,15075.0
1973,66,6760,0,5,1962,1962,HdBoard,HdBoard,3,CBlock,3,3,896.0,3,1,936,3,6,Typ,1,2,1.0,288.0,3,3,10,2007,130000,2.0,2120.0,45,0.0,10600.0
2857,51,6191,0,5,1941,1950,Wd Sdng,Wd Sdng,3,CBlock,2,2,824.0,3,0,1288,3,6,Typ,0,1,1.0,240.0,3,3,11,2006,112000,1.0,2352.0,65,0.0,11760.0
1208,80,8700,0,5,1963,1963,MetalSd,MetalSd,3,CBlock,3,3,1120.0,4,1,1128,3,6,Typ,0,2,2.0,525.0,3,3,12,2008,155000,3.0,2773.0,45,0.0,13865.0
319,92,12003,5,8,2009,2010,VinylSd,VinylSd,4,PConc,5,3,774.0,5,1,1968,5,8,Typ,1,3,3.0,680.0,3,3,5,2010,269500,2.5,3422.0,1,17110.0,27376.0
2567,69,12700,0,6,1964,1964,HdBoard,HdBoard,3,CBlock,3,3,1246.0,3,1,1246,3,6,Typ,2,2,2.0,441.0,3,3,11,2006,172000,2.0,2933.0,42,0.0,17598.0
2222,75,13125,4,7,1940,1984,Wd Sdng,Wd Sdng,3,CBlock,3,3,800.0,3,1,1740,3,6,Typ,2,1,1.0,240.0,3,3,7,2007,219500,1.5,2780.0,67,11120.0,19460.0
2493,69,8638,0,5,1963,1963,HdBoard,HdBoard,3,PConc,3,3,925.0,4,1,925,3,5,Typ,0,1,2.0,484.0,3,3,10,2006,133500,2.0,2334.0,43,0.0,11670.0
1757,76,9967,2,7,2000,2000,VinylSd,VinylSd,3,PConc,4,3,384.0,5,1,1430,3,8,Typ,1,2,2.0,400.0,3,3,12,2007,170000,2.5,2214.0,7,4428.0,15498.0
184,60,9600,0,8,1900,2003,Wd Sdng,Wd Sdng,4,BrkTil,3,3,930.0,3,0,1566,4,7,Typ,0,1,1.0,288.0,3,3,4,2010,150000,2.0,2784.0,110,0.0,22272.0
1248,69,12774,0,5,1953,1953,MetalSd,MetalSd,3,PConc,3,3,984.0,3,0,950,3,5,Typ,0,1,2.0,400.0,3,3,7,2008,130000,1.0,2334.0,55,0.0,11670.0
2574,70,8163,0,5,1959,1959,HdBoard,HdBoard,3,CBlock,3,3,1144.0,3,1,1144,3,6,Typ,1,2,1.0,796.0,3,3,3,2006,143000,2.0,3084.0,47,0.0,15420.0
1215,90,9900,0,5,1961,1961,Plywood,Plywood,3,CBlock,3,3,1114.0,3,1,1114,3,5,Typ,0,2,2.0,451.0,3,3,5,2008,140000,2.0,2679.0,47,0.0,13395.0
1614,95,13651,0,7,1973,1973,Plywood,Plywood,3,CBlock,4,3,2223.0,5,1,2223,3,8,Typ,2,3,2.0,516.0,3,3,2,2007,244000,3.0,4962.0,34,0.0,34734.0
2039,60,7200,0,5,1920,1996,MetalSd,MetalSd,3,BrkTil,3,2,530.0,3,0,1111,2,6,Typ,0,1,1.0,288.0,3,1,3,2007,101000,1.0,1929.0,87,0.0,9645.0
2669,65,9750,0,5,1958,1958,HdBoard,HdBoard,3,CBlock,3,3,960.0,5,1,960,3,5,Typ,0,1,2.0,624.0,3,3,7,2006,125000,1.0,2544.0,48,0.0,12720.0
1005,73,11184,2,6,1998,1998,VinylSd,VinylSd,3,PConc,4,3,932.0,4,1,1633,3,7,Typ,1,3,2.0,460.0,3,3,4,2008,183000,2.5,3025.0,10,6050.0,18150.0
753,92,5520,0,6,1912,1950,Wd Sdng,Wd Sdng,3,CBlock,3,3,755.0,5,1,2229,3,8,Typ,0,0,0.0,0.0,0,3,7,2009,104000,1.0,2984.0,97,0.0,17904.0
1275,64,6390,0,6,1954,1954,MetalSd,MetalSd,3,CBlock,3,3,936.0,3,1,984,3,4,Typ,0,1,1.0,280.0,3,3,6,2008,112500,2.0,2200.0,54,0.0,13200.0
2350,79,10240,3,6,1980,1980,Plywood,Plywood,3,CBlock,4,3,1686.0,3,1,1686,3,7,Typ,1,1,2.0,612.0,3,3,5,2006,207500,3.0,3984.0,26,11952.0,23904.0
2762,78,9316,4,7,2005,2005,VinylSd,VinylSd,4,PConc,4,3,1614.0,5,1,1614,4,7,Typ,1,3,2.0,576.0,3,3,3,2006,225000,2.0,3804.0,1,15216.0,26628.0
2788,60,7200,4,5,1972,1972,VinylSd,VinylSd,3,CBlock,3,3,864.0,5,1,864,3,5,Typ,0,1,1.0,297.0,3,3,3,2006,119900,1.0,2025.0,34,8100.0,10125.0
2384,108,12228,10,7,2006,2006,VinylSd,VinylSd,4,PConc,5,4,1721.0,5,1,1740,4,8,Typ,0,2,3.0,874.0,3,3,9,2006,293000,2.0,4335.0,0,43350.0,30345.0
2716,78,10335,0,5,1968,1993,Plywood,Plywood,3,CBlock,3,3,1461.0,4,1,1721,3,7,Min1,1,2,2.0,440.0,3,3,7,2006,180000,2.5,3622.0,38,0.0,18110.0
313,69,12328,0,6,1976,1976,HdBoard,HdBoard,3,CBlock,3,3,1012.0,3,1,1034,3,6,Typ,0,1,3.0,888.0,3,3,5,2010,169900,2.0,2934.0,34,0.0,17604.0
84,68,8930,0,6,1978,1978,VinylSd,VinylSd,3,Slab,0,0,0.0,3,1,1902,3,8,Typ,0,1,2.0,539.0,3,3,4,2010,112000,2.0,2441.0,32,0.0,14646.0
81,81,9672,2,6,1984,1985,HdBoard,Plywood,3,PConc,4,3,1040.0,3,1,1097,3,6,Typ,0,1,2.0,480.0,3,3,5,2010,152000,2.0,2617.0,26,5234.0,15702.0
2389,120,13975,10,9,2005,2006,VinylSd,VinylSd,4,PConc,4,3,1090.0,5,1,2206,5,10,Typ,1,3,3.0,670.0,3,3,8,2006,300000,2.5,3966.0,1,39660.0,35694.0
280,94,7819,0,6,1976,1976,Plywood,Plywood,3,CBlock,3,3,1029.0,3,1,1117,3,6,Typ,1,1,2.0,672.0,3,3,3,2010,107000,2.0,2818.0,34,0.0,16908.0
190,60,11340,0,4,1885,1950,VinylSd,AsbShng,3,PConc,3,3,777.0,4,1,2290,3,11,Typ,0,1,2.0,560.0,3,1,4,2010,122500,2.0,3627.0,125,0.0,14508.0
2371,21,1680,0,6,1972,1972,HdBoard,HdBoard,3,CBlock,3,3,483.0,3,1,948,3,5,Typ,0,1,1.0,264.0,3,3,7,2006,89000,1.5,1695.0,34,0.0,10170.0
213,65,6001,0,6,1940,1950,VinylSd,VinylSd,3,CBlock,2,3,600.0,5,0,919,3,5,Typ,0,1,1.0,231.0,3,3,3,2010,95000,1.0,1750.0,70,0.0,10500.0
1864,78,11700,3,6,1968,1968,MetalSd,MetalSd,3,CBlock,3,3,912.0,5,1,1152,3,7,Typ,0,2,2.0,412.0,3,3,9,2007,143450,2.5,2476.0,39,7428.0,14856.0
37,102,12858,10,9,2009,2010,VinylSd,VinylSd,5,PConc,5,3,1590.0,5,1,2334,5,10,Typ,1,3,3.0,751.0,3,3,1,2010,376162,2.5,4675.0,1,46750.0,42075.0
146,73,9300,0,5,1960,1960,MetalSd,HdBoard,3,CBlock,3,3,1268.0,3,1,1264,3,6,Typ,2,1,2.0,461.0,3,3,4,2010,167500,2.0,2993.0,50,0.0,14965.0
809,64,7018,2,5,1979,1979,Plywood,Plywood,3,CBlock,4,3,1086.0,3,1,1224,3,6,Typ,2,1,2.0,528.0,3,3,6,2009,153337,3.0,2838.0,30,5676.0,14190.0
767,54,6629,0,6,1925,1950,Wd Sdng,Wd Sdng,3,BrkTil,3,3,672.0,3,0,1369,3,6,Typ,0,1,1.0,300.0,3,3,7,2009,103600,3.0,2341.0,84,0.0,14046.0
262,75,10650,4,5,1976,1976,HdBoard,HdBoard,3,CBlock,3,4,894.0,3,1,894,3,5,Typ,0,1,1.0,308.0,3,3,2,2010,128200,2.0,2096.0,34,8384.0,10480.0
101,69,2117,6,6,2000,2000,MetalSd,MetalSd,4,PConc,4,3,756.0,5,1,1573,4,5,Typ,0,1,2.0,440.0,3,3,6,2010,177500,2.5,2769.0,10,16614.0,16614.0
48,105,13650,10,8,2002,2002,VinylSd,VinylSd,4,PConc,4,3,1671.0,5,1,2250,4,7,Typ,1,3,3.0,756.0,3,3,6,2010,320000,3.5,4677.0,8,46770.0,37416.0
489,42,8433,2,6,2000,2000,VinylSd,VinylSd,3,PConc,4,3,794.0,5,1,1514,3,7,Typ,1,3,2.0,394.0,3,3,6,2009,190000,3.5,2702.0,9,5404.0,16212.0
2369,21,1680,0,6,1971,1971,CemntBd,CmentBd,3,CBlock,3,3,672.0,3,1,1218,3,7,Typ,0,0,0.0,0.0,0,1,4,2006,91500,1.5,1890.0,35,0.0,11340.0
707,50,6000,0,5,1954,1954,Wd Sdng,Wd Sdng,3,CBlock,3,3,811.0,3,1,1387,4,7,Typ,0,1,1.0,256.0,3,3,11,2009,93000,2.0,2454.0,55,0.0,12270.0
1556,50,8500,0,4,1920,1950,BrkFace,BrkFace,3,BrkTil,3,3,649.0,3,0,1317,3,6,Typ,0,1,1.0,250.0,3,1,7,2008,40000,1.0,2216.0,88,0.0,8864.0
2034,60,6882,0,6,1914,2006,Wd Sdng,Wd Sdng,3,PConc,3,3,684.0,3,1,1355,4,7,Typ,0,0,0.0,0.0,0,3,3,2007,127000,1.5,2039.0,93,0.0,12234.0
308,66,8712,0,4,1896,1950,Wd Sdng,Wd Sdng,2,CBlock,3,3,756.0,4,1,952,3,5,Typ,0,2,1.0,330.0,3,1,6,2010,50138,1.0,2038.0,114,0.0,8152.0
2176,69,7917,0,6,1976,1976,HdBoard,HdBoard,3,CBlock,3,4,1143.0,3,1,1113,3,6,Typ,1,2,1.0,504.0,3,3,5,2007,148000,2.5,2760.0,31,0.0,16560.0
1549,71,6900,0,5,1940,1955,VinylSd,VinylSd,3,CBlock,3,3,740.0,5,1,778,3,4,Typ,1,3,1.0,924.0,5,3,2,2008,120500,1.0,2442.0,68,0.0,12210.0
909,60,9900,0,6,1940,1950,VinylSd,VinylSd,3,BrkTil,3,3,778.0,3,1,1489,3,7,Typ,1,1,1.0,240.0,3,3,7,2009,139500,2.0,2507.0,69,0.0,15042.0
892,86,13286,0,9,2007,2008,CemntBd,CmentBd,5,PConc,5,3,1698.0,5,1,1698,5,8,Typ,1,3,3.0,768.0,3,3,2,2009,320000,3.0,4164.0,2,0.0,37476.0
2045,107,12888,0,7,1937,1980,Wd Sdng,Wd Sdng,3,CBlock,3,3,1005.0,3,1,2267,3,7,Typ,2,3,2.0,498.0,3,3,4,2007,219000,2.5,3770.0,70,0.0,26390.0
2927,69,8885,0,5,1983,1983,HdBoard,HdBoard,3,CBlock,4,3,864.0,3,1,902,3,5,Typ,0,1,2.0,484.0,3,3,6,2006,131000,2.0,2250.0,23,0.0,11250.0
1732,62,8857,2,6,2006,2006,VinylSd,VinylSd,4,PConc,4,3,738.0,5,1,1495,4,7,Typ,1,2,2.0,440.0,3,3,3,2007,171925,2.5,2673.0,1,5346.0,16038.0
998,53,14137,2,5,1996,1997,HdBoard,HdBoard,4,PConc,4,3,1348.0,4,1,1384,4,7,Typ,0,1,2.0,404.0,3,3,11,2008,177900,3.0,3136.0,12,6272.0,15680.0
2203,53,6720,4,6,1921,1950,VinylSd,VinylSd,3,BrkTil,3,3,585.0,3,0,1436,3,7,Typ,1,1,1.0,228.0,3,3,4,2007,141500,1.0,2249.0,86,8996.0,13494.0
356,60,7500,2,6,1998,1999,VinylSd,VinylSd,4,PConc,4,3,952.0,4,1,1636,3,7,Typ,1,3,2.0,440.0,3,3,10,2009,191000,3.5,3028.0,11,6056.0,18168.0
2475,63,13072,2,6,2004,2004,VinylSd,VinylSd,3,PConc,4,3,1158.0,5,1,1158,4,5,Typ,0,1,2.0,576.0,3,3,5,2006,158000,2.5,2892.0,2,5784.0,17352.0
2264,67,10656,5,8,2006,2007,VinylSd,VinylSd,4,PConc,4,3,1638.0,5,1,1646,4,6,Typ,1,2,3.0,870.0,3,3,11,2007,248900,2.0,4154.0,1,20770.0,33232.0
2201,60,7200,0,5,1937,1950,Wd Sdng,Wd Sdng,3,BrkTil,4,3,731.0,5,1,1768,4,7,Typ,2,1,1.0,240.0,3,3,6,2007,175000,2.5,2739.0,70,0.0,13695.0
2545,80,8800,0,6,1965,2000,BrkFace,VinylSd,3,PConc,3,3,1187.0,5,1,1565,4,7,Min1,2,2,1.0,299.0,3,3,6,2006,185900,3.0,3051.0,41,0.0,18306.0
2660,60,10800,0,7,1914,1970,Wd Sdng,Wd Sdng,3,BrkTil,4,3,880.0,2,0,1768,3,6,Typ,2,1,2.0,320.0,3,1,10,2006,163000,1.5,2968.0,92,0.0,20776.0
2882,50,9000,0,5,1951,1951,WdShing,Wd Shng,2,CBlock,3,3,660.0,3,0,1396,3,8,Min2,0,0,0.0,0.0,0,3,10,2006,115000,2.0,2056.0,55,0.0,10280.0
1379,80,13014,0,6,1978,1978,HdBoard,Plywood,3,CBlock,3,3,1008.0,3,1,1096,3,6,Typ,1,1,2.0,484.0,3,3,12,2008,157500,2.0,2588.0,30,0.0,15528.0
491,69,15896,2,7,1999,1999,VinylSd,VinylSd,4,PConc,4,3,1177.0,5,1,2312,4,8,Typ,1,3,3.0,658.0,3,3,5,2009,245000,3.5,4147.0,10,8294.0,29029.0
1002,41,5395,7,8,1993,1993,HdBoard,HdBoard,4,PConc,4,3,1337.0,4,1,1337,4,5,Typ,1,2,2.0,462.0,3,3,10,2008,180000,3.0,3136.0,15,21952.0,25088.0
1848,69,5105,6,7,2004,2004,MetalSd,MetalSd,4,PConc,4,3,551.0,5,1,1102,4,4,Typ,0,1,2.0,480.0,3,3,3,2007,148800,2.5,2133.0,3,12798.0,14931.0
1455,75,9473,4,8,2002,2002,VinylSd,VinylSd,4,PConc,4,3,1128.0,5,1,2031,4,7,Typ,1,2,2.0,577.0,3,3,3,2008,237000,3.5,3736.0,6,14944.0,29888.0
908,60,8400,0,2,1920,1950,Wd Sdng,Wd Sdng,3,CBlock,3,2,290.0,3,0,438,2,3,Typ,0,1,1.0,246.0,3,1,1,2009,60000,1.0,974.0,89,0.0,1948.0
1490,64,12102,0,5,1976,1976,HdBoard,Plywood,3,CBlock,4,4,456.0,5,1,1033,3,6,Typ,0,2,2.0,504.0,2,3,4,2008,165000,1.0,1993.0,32,0.0,9965.0
1465,41,10905,4,7,2003,2003,VinylSd,VinylSd,4,PConc,4,3,1129.0,5,1,2327,4,9,Typ,1,2,2.0,596.0,3,3,8,2008,240000,2.5,4052.0,5,16208.0,28364.0
1627,69,9556,2,7,1992,1993,HdBoard,HdBoard,3,PConc,4,3,1168.0,4,1,1187,4,6,Typ,0,2,2.0,420.0,3,3,8,2007,160000,2.0,2775.0,15,5550.0,19425.0
2849,58,6430,0,6,1945,1950,Wd Sdng,Wd Sdng,3,CBlock,3,3,780.0,3,0,1340,3,6,Typ,0,1,1.0,440.0,3,3,7,2006,128000,2.0,2560.0,61,0.0,15360.0
1501,65,6040,0,4,1955,1955,AsbShng,Plywood,3,PConc,0,0,0.0,3,0,1152,2,6,Typ,0,0,0.0,0.0,0,1,6,2008,82000,2.0,1152.0,53,0.0,4608.0
626,80,14695,0,6,1966,2008,MetalSd,MetalSd,3,CBlock,3,3,1562.0,4,1,1567,4,5,Typ,2,1,2.0,542.0,3,3,7,2009,256000,3.0,3671.0,43,0.0,22026.0
722,50,9000,0,7,1920,1988,VinylSd,VinylSd,3,PConc,3,3,650.0,5,1,1482,3,7,Typ,0,1,2.0,324.0,3,3,7,2009,143000,1.0,2456.0,89,0.0,17192.0
2260,67,8368,5,7,2006,2007,VinylSd,VinylSd,4,PConc,4,3,1689.0,5,1,1689,4,7,Typ,0,3,2.0,433.0,3,3,4,2007,231713,2.0,3811.0,1,19055.0,26677.0
1639,195,41600,2,5,1969,1990,HdBoard,HdBoard,3,CBlock,4,3,1100.0,3,1,1424,3,7,Mod,0,1,3.0,828.0,3,1,11,2007,155000,2.5,3352.0,38,6704.0,16760.0
1603,59,6490,0,5,1983,1983,VinylSd,VinylSd,3,CBlock,3,3,816.0,5,1,816,3,4,Typ,0,1,1.0,264.0,3,3,4,2008,128500,1.0,1896.0,25,0.0,9480.0
1520,60,7290,0,7,1921,1950,WdShing,Wd Shng,3,BrkTil,3,3,1228.0,5,1,1424,3,7,Typ,1,1,1.0,312.0,3,3,4,2008,168000,2.0,2964.0,87,0.0,20748.0
1665,69,7472,0,7,1972,2004,HdBoard,HdBoard,3,CBlock,3,3,725.0,4,1,1479,4,7,Typ,0,3,2.0,484.0,3,3,6,2007,184000,2.5,2688.0,35,0.0,18816.0
2635,70,7000,0,5,1962,1962,MetalSd,MetalSd,3,CBlock,3,3,1025.0,3,1,1025,3,6,Typ,0,0,0.0,0.0,0,3,3,2006,124000,2.0,2050.0,44,0.0,10250.0
581,69,11717,3,6,1970,1970,HdBoard,HdBoard,3,CBlock,3,3,1442.0,3,1,1442,3,6,Typ,1,2,2.0,615.0,3,3,2,2009,185000,2.0,3499.0,39,10497.0,20994.0
2435,106,11194,2,8,2000,2000,VinylSd,VinylSd,4,PConc,4,3,1406.0,5,1,1936,4,7,Typ,1,2,2.0,504.0,3,3,11,2006,230500,2.5,3846.0,6,7692.0,30768.0
2799,90,11250,4,7,1998,1998,VinylSd,VinylSd,3,PConc,4,3,1054.0,5,1,1939,4,8,Typ,1,2,3.0,555.0,3,3,5,2006,227000,2.5,3548.0,8,14192.0,24836.0
883,64,8633,4,6,2005,2005,VinylSd,VinylSd,4,PConc,4,3,738.0,5,1,1476,4,7,Typ,0,3,2.0,540.0,3,3,2,2009,173500,3.5,2754.0,4,11016.0,16524.0
2537,70,8400,0,5,1968,1968,HdBoard,HdBoard,3,CBlock,4,3,833.0,4,1,898,3,6,Typ,0,2,1.0,326.0,3,3,8,2006,140000,2.0,2057.0,38,0.0,10285.0
1120,87,10037,6,8,2006,2007,VinylSd,VinylSd,4,PConc,5,3,1460.0,5,1,1460,4,6,Typ,1,3,2.0,480.0,3,3,8,2008,247000,2.0,3400.0,2,20400.0,27200.0
774,69,8014,0,6,1978,1978,Plywood,HdBoard,3,CBlock,4,3,456.0,3,1,1034,3,5,Typ,1,3,2.0,504.0,3,3,6,2009,149900,1.0,1994.0,31,0.0,11964.0
1447,69,12250,4,5,1978,1978,HdBoard,HdBoard,3,CBlock,4,3,864.0,5,1,1174,3,5,Typ,0,1,2.0,528.0,3,3,5,2008,158000,2.0,2566.0,30,10264.0,12830.0
104,69,2403,6,7,2003,2003,VinylSd,VinylSd,4,PConc,4,3,530.0,5,1,1080,4,4,Typ,0,2,2.0,496.0,3,3,6,2010,147110,2.5,2106.0,7,12636.0,14742.0
2694,50,8600,0,6,1937,1950,MetalSd,MetalSd,3,BrkTil,3,3,780.0,3,1,1376,3,7,Typ,1,1,1.0,198.0,3,1,6,2006,119500,2.0,2354.0,69,0.0,14124.0
920,60,13680,4,5,1940,1950,Wd Sdng,Wd Sdng,3,CBlock,3,3,840.0,5,1,1567,3,6,Min2,2,1,2.0,440.0,3,3,2,2009,205000,2.5,2847.0,69,11388.0,14235.0
1951,60,10800,0,5,1895,1999,Wd Sdng,HdBoard,3,CBlock,4,3,736.0,5,1,1534,4,6,Typ,0,0,0.0,0.0,0,1,7,2007,148000,1.5,2270.0,112,0.0,11350.0
9,39,5389,7,8,1995,1996,CemntBd,CmentBd,4,PConc,4,3,1595.0,5,1,1616,4,5,Typ,1,2,2.0,608.0,3,3,3,2010,236500,3.0,3819.0,15,26733.0,30552.0
2848,60,10890,0,5,1938,1950,MetalSd,MetalSd,3,BrkTil,2,3,1058.0,3,1,1551,2,6,Typ,0,1,1.0,240.0,2,3,7,2006,137000,3.0,2849.0,68,0.0,14245.0
614,68,9768,0,5,1955,1955,Wd Sdng,Wd Sdng,3,CBlock,3,3,960.0,4,1,960,3,5,Typ,0,2,1.0,330.0,3,3,2,2009,122000,2.0,2250.0,54,0.0,11250.0
1736,73,8993,2,7,2007,2007,VinylSd,VinylSd,4,PConc,4,3,1302.0,5,1,1302,4,6,Typ,0,3,2.0,436.0,3,3,8,2007,176485,2.0,3040.0,0,6080.0,21280.0
2686,50,11672,0,5,1925,1950,MetalSd,MetalSd,3,BrkTil,3,3,816.0,3,1,816,3,4,Typ,0,1,1.0,210.0,2,1,7,2006,109000,1.0,1842.0,81,0.0,9210.0
2257,69,9763,3,7,1998,1998,Wd Sdng,Wd Sdng,4,PConc,4,3,1502.0,5,1,1502,4,5,Typ,1,3,1.0,286.0,3,3,9,2007,330000,2.5,3290.0,9,9870.0,23030.0
1284,56,9836,0,6,2008,2008,VinylSd,VinylSd,3,PConc,3,3,192.0,4,0,1133,3,7,Typ,0,1,1.0,308.0,3,3,12,2008,143000,2.0,1633.0,0,0.0,9798.0
1765,89,10557,8,9,1998,1998,MetalSd,MetalSd,4,PConc,5,3,1408.0,5,1,3078,4,9,Typ,1,3,3.0,806.0,3,3,7,2007,410000,3.5,5292.0,9,42336.0,47628.0
1811,70,8462,2,6,1994,1994,HdBoard,HdBoard,4,PConc,4,4,928.0,5,1,1721,4,7,Typ,0,2,2.0,471.0,3,3,7,2007,201000,2.5,3120.0,13,6240.0,18720.0
2603,60,10818,0,4,1910,1950,VinylSd,VinylSd,3,BrkTil,2,3,1077.0,3,1,1760,3,7,Typ,1,1,2.0,648.0,2,3,2,2006,80000,1.5,3485.0,96,0.0,13940.0
2220,61,7259,4,6,1945,2002,Wd Sdng,Wd Sdng,3,CBlock,3,3,1028.0,5,1,2320,4,9,Typ,1,1,1.0,180.0,3,3,7,2007,259500,3.5,3528.0,62,14112.0,21168.0
2273,69,11800,5,7,2003,2004,VinylSd,VinylSd,4,PConc,4,3,1122.0,5,1,2486,4,10,Typ,1,3,2.0,452.0,3,3,7,2007,279900,4.5,4060.0,4,20300.0,28420.0
163,75,7500,0,5,1959,1994,BrkFace,BrkFace,3,CBlock,3,3,1246.0,5,1,1246,4,6,Typ,0,2,1.0,305.0,3,3,5,2010,154000,2.5,2797.0,51,0.0,13985.0
2116,69,159000,4,6,1958,2006,Wd Sdng,HdBoard,4,CBlock,4,3,1444.0,4,1,2144,4,7,Typ,2,3,2.0,389.0,3,3,6,2007,277000,2.0,3977.0,49,15908.0,23862.0
2734,62,6488,0,5,1942,1950,BrkFace,Wd Sdng,3,BrkTil,3,3,799.0,5,0,1150,3,6,Mod,2,1,1.0,215.0,3,3,3,2006,128000,1.0,2164.0,64,0.0,10820.0
426,110,14230,10,8,2007,2007,VinylSd,VinylSd,4,PConc,4,3,1566.0,5,1,1600,4,7,Typ,1,2,3.0,890.0,3,3,7,2009,256300,2.0,4056.0,2,40560.0,32448.0
2216,110,7810,4,4,1930,2003,AsbShng,CmentBd,3,BrkTil,3,4,930.0,5,1,1755,4,7,Typ,1,1,1.0,231.0,2,3,11,2007,188000,2.0,2916.0,77,11664.0,11664.0
2900,85,14331,5,8,2002,2002,VinylSd,VinylSd,4,PConc,5,3,1800.0,5,1,1800,4,7,Typ,1,3,3.0,765.0,3,3,5,2006,312500,3.0,4365.0,4,21825.0,34920.0
97,30,3182,6,7,2004,2005,MetalSd,MetalSd,4,PConc,4,3,600.0,5,1,1200,4,4,Typ,0,2,2.0,480.0,3,3,6,2010,151000,2.5,2280.0,6,13680.0,15960.0
1680,24,1920,0,5,1971,1971,HdBoard,HdBoard,3,CBlock,3,3,765.0,5,1,1365,3,6,Min1,0,1,2.0,440.0,3,3,8,2007,122500,2.5,2570.0,36,0.0,12850.0
1133,68,10110,2,6,2003,2003,VinylSd,VinylSd,4,PConc,4,3,835.0,5,1,1696,4,7,Typ,0,2,2.0,542.0,3,3,7,2008,188000,3.5,3073.0,5,6146.0,18438.0
2761,91,10984,4,7,2005,2006,VinylSd,VinylSd,4,PConc,4,3,945.0,5,1,1809,4,8,Typ,0,2,2.0,638.0,3,3,5,2006,209700,2.5,3392.0,1,13568.0,23744.0
1642,85,14082,7,8,2006,2006,VinylSd,VinylSd,4,PConc,5,4,2220.0,5,1,2234,4,7,Typ,1,2,2.0,724.0,3,3,1,2007,441929,2.5,5178.0,1,36246.0,41424.0
1141,50,8480,2,6,1993,1994,HdBoard,HdBoard,4,PConc,4,3,886.0,5,1,1680,4,7,Typ,0,2,2.0,474.0,3,3,10,2008,163000,2.5,3040.0,15,6080.0,18240.0
2118,69,12205,4,6,1966,2007,HdBoard,HdBoard,3,CBlock,3,2,832.0,4,1,2087,4,9,Typ,0,3,2.0,444.0,3,3,7,2007,187500,2.5,3363.0,41,13452.0,20178.0
870,90,15750,4,8,1999,2000,VinylSd,VinylSd,4,PConc,4,3,1462.0,5,1,1513,4,5,Typ,1,3,2.0,521.0,3,3,6,2009,220000,3.0,3496.0,10,13984.0,27968.0
1875,70,8050,0,5,1967,1993,MetalSd,MetalSd,3,CBlock,3,3,949.0,3,1,1107,4,5,Typ,0,2,1.0,308.0,3,3,3,2007,127000,2.0,2364.0,40,0.0,11820.0
155,60,7200,0,5,1955,2007,VinylSd,VinylSd,3,Slab,0,0,0.0,5,1,827,3,5,Mod,1,1,1.0,392.0,3,3,4,2010,107500,1.0,1219.0,55,0.0,6095.0
1318,35,6300,0,6,1914,2001,Wd Sdng,Wd Shng,3,CBlock,3,3,742.0,5,1,1484,3,9,Typ,1,0,0.0,0.0,0,3,6,2008,128000,2.0,2226.0,94,0.0,13356.0
1285,30,5232,0,5,1925,2004,Wd Sdng,Wd Sdng,3,BrkTil,2,3,680.0,4,0,764,3,4,Typ,0,1,2.0,504.0,3,1,6,2008,73000,1.0,1948.0,83,0.0,9740.0
2400,72,11846,10,9,2003,2004,VinylSd,VinylSd,4,PConc,5,3,1792.0,5,1,1792,5,6,Typ,1,3,3.0,874.0,3,3,8,2006,374000,3.0,4458.0,3,44580.0,40122.0
1068,130,16900,10,8,2001,2002,VinylSd,VinylSd,4,PConc,5,3,1479.0,5,1,2649,4,10,Typ,1,3,3.0,746.0,3,3,1,2008,421250,3.5,4874.0,7,48740.0,38992.0
361,69,9636,2,6,1992,1993,VinylSd,VinylSd,3,PConc,4,3,808.0,4,1,1593,3,7,Typ,1,2,2.0,389.0,3,3,12,2009,178000,2.5,2790.0,17,5580.0,16740.0
1493,90,10012,0,4,1972,1972,Plywood,Plywood,3,CBlock,4,3,1138.0,3,1,1181,3,6,Typ,0,2,2.0,588.0,3,3,4,2008,137500,3.0,2907.0,36,0.0,11628.0
1110,91,14303,8,8,1994,1994,HdBoard,HdBoard,4,PConc,4,3,1986.0,5,1,1987,4,7,Typ,1,3,2.0,691.0,3,3,8,2008,301500,3.0,4664.0,14,37312.0,37312.0
