Id,Lot Frontage,Lot Area,Neighborhood,Overall Qual,Year Built,Year Remod/Add,Exterior 1st,Exterior 2nd,Exter Qual,Foundation,Bsmt Qual,Bsmt Cond,Total Bsmt SF,Heating QC,Central Air,Gr Liv Area,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Finish,Garage Cars,Garage Area,Garage Qual,Paved Drive,Mo Sold,Yr Sold,SalePrice,total bath,total sf,age
1642,85,14082,StoneBr,8,2006,2006,VinylSd,VinylSd,4,PConc,5,4,2220.0,5,1,2234,4,7,Typ,1,,2,2.0,724.0,3,3,1,2007,441929,2.5,5178.0,1
1141,50,8480,SawyerW,6,1993,1994,HdBoard,HdBoard,4,PConc,4,3,886.0,5,1,1680,4,7,Typ,0,,2,2.0,474.0,3,3,10,2008,163000,2.5,3040.0,15
2118,69,12205,ClearCr,6,1966,2007,HdBoard,HdBoard,3,CBlock,3,2,832.0,4,1,2087,4,9,Typ,0,,3,2.0,444.0,3,3,7,2007,187500,2.5,3363.0,41
870,90,15750,CollgCr,8,1999,2000,VinylSd,VinylSd,4,PConc,4,3,1462.0,5,1,1513,4,5,Typ,1,,3,2.0,521.0,3,3,6,2009,220000,3.0,3496.0,10
1875,70,8050,NAmes,5,1967,1993,MetalSd,MetalSd,3,CBlock,3,3,949.0,3,1,1107,4,5,Typ,0,,2,1.0,308.0,3,3,3,2007,127000,2.0,2364.0,40
155,60,7200,NAmes,5,1955,2007,VinylSd,VinylSd,3,Slab,0,0,0.0,5,1,827,3,5,Mod,1,,1,1.0,392.0,3,3,4,2010,107500,1.0,1219.0,55
1318,35,6300,OldTown,6,1914,2001,Wd Sdng,Wd Shng,3,CBlock,3,3,742.0,5,1,1484,3,9,Typ,1,,0,0.0,0.0,0,3,6,2008,128000,2.0,2226.0,94
1285,30,5232,OldTown,5,1925,2004,Wd Sdng,Wd Sdng,3,BrkTil,2,3,680.0,4,0,764,3,4,Typ,0,,1,2.0,504.0,3,1,6,2008,73000,1.0,1948.0,83
2400,72,11846,NridgHt,9,2003,2004,VinylSd,VinylSd,4,PConc,5,3,1792.0,5,1,1792,5,6,Typ,1,,3,3.0,874.0,3,3,8,2006,374000,3.0,4458.0,3
1068,130,16900,NridgHt,8,2001,2002,VinylSd,VinylSd,4,PConc,5,3,1479.0,5,1,2649,4,10,Typ,1,,3,3.0,746.0,3,3,1,2008,421250,3.5,4874.0,7
361,69,9636,Gilbert,6,1992,1993,VinylSd,VinylSd,3,PConc,4,3,808.0,4,1,1593,3,7,Typ,1,,2,2.0,389.0,3,3,12,2009,178000,2.5,2790.0,17
1493,90,10012,Edwards,4,1972,1972,Plywood,Plywood,3,CBlock,4,3,1138.0,3,1,1181,3,6,Typ,0,,2,2.0,588.0,3,3,4,2008,137500,3.0,2907.0,36
1110,91,14303,NoRidge,8,1994,1994,HdBoard,HdBoard,4,PConc,4,3,1986.0,5,1,1987,4,7,Typ,1,,3,2.0,691.0,3,3,8,2008,301500,3.0,4664.0,14
911,43,5707,SWISU,6,1935,1950,Wd Sdng,Wd Sdng,3,BrkTil,3,3,583.0,4,1,1242,3,6,Typ,1,,1,1.0,180.0,2,3,3,2009,105000,1.5,2005.0,74
2535,78,9360,NAmes,6,1968,2004,HdBoard,HdBoard,3,CBlock,3,3,976.0,3,1,976,4,4,Typ,1,,2,2.0,504.0,3,3,8,2006,157500,2.0,2456.0,38
2030,40,5680,OldTown,5,1901,1950,AsbShng,AsbShng,3,CBlock,3,3,969.0,3,0,1214,3,6,Typ,0,,1,1.0,216.0,3,1,9,2007,117000,1.0,2399.0,106
2634,70,7000,NAmes,5,1962,1962,Wd Sdng,Wd Sdng,3,CBlock,3,3,864.0,4,1,864,3,5,Typ,0,,1,1.0,336.0,3,3,2,2006,105000,1.0,2064.0,44
1530,51,10480,SWISU,6,1936,1950,MetalSd,MetalSd,3,BrkTil,3,3,1064.0,5,1,1639,3,6,Maj2,0,,1,1.0,240.0,3,3,3,2008,115000,1.0,2943.0,72
435,95,11578,NridgHt,9,2008,2008,VinylSd,VinylSd,5,PConc,5,3,1736.0,5,1,1736,5,7,Typ,1,,2,3.0,834.0,3,3,7,2009,360000,2.0,4306.0,1
812,64,7018,SawyerW,5,1979,1979,Plywood,Plywood,3,Slab,0,0,0.0,3,1,1535,3,8,Typ,0,,1,2.0,400.0,3,3,6,2009,118858,2.0,1935.0,30
1202,69,9130,NWAmes,6,1966,2000,HdBoard,HdBoard,3,CBlock,3,3,800.0,4,1,1632,4,7,Typ,0,,1,2.0,484.0,3,3,7,2008,173000,1.5,2916.0,42
666,60,10800,OldTown,3,1890,1998,VinylSd,VinylSd,3,BrkTil,3,3,630.0,3,1,725,3,4,Typ,0,,1,1.0,320.0,3,3,11,2009,78500,1.5,1675.0,119
1751,62,8244,Gilbert,7,2004,2004,VinylSd,VinylSd,4,PConc,4,3,840.0,5,1,1720,4,7,Typ,1,,3,2.0,440.0,3,3,5,2007,183500,2.5,3000.0,3
705,60,6000,OldTown,4,1953,1953,MetalSd,MetalSd,2,CBlock,2,3,936.0,3,0,936,3,4,Min2,0,,1,2.0,576.0,3,3,2,2009,93000,1.0,2448.0,56
1744,69,3621,Blmngtn,8,2003,2003,VinylSd,VinylSd,4,PConc,4,3,1406.0,5,1,1589,4,7,Typ,1,,3,3.0,630.0,3,3,11,2007,226500,3.0,3625.0,4
357,59,7837,Gilbert,6,1993,1994,VinylSd,VinylSd,4,PConc,4,3,799.0,4,1,1571,3,7,Typ,1,,2,2.0,380.0,3,3,5,2009,178000,2.5,2750.0,16
2133,72,10665,CollgCr,7,2003,2003,VinylSd,VinylSd,4,PConc,4,3,1453.0,5,1,1479,4,7,Typ,0,,2,2.0,558.0,3,3,6,2007,226000,3.0,3490.0,4
989,70,10457,Mitchel,5,1969,1969,VinylSd,VinylSd,4,CBlock,3,3,784.0,5,1,1632,3,7,Typ,1,,2,2.0,898.0,3,3,4,2009,173000,1.5,3314.0,40
562,60,8281,Sawyer,5,1965,1965,MetalSd,MetalSd,3,CBlock,3,3,864.0,4,1,864,3,5,Typ,1,,1,1.0,360.0,3,3,12,2009,62383,1.0,2088.0,44
1054,67,14948,NridgHt,9,2008,2008,VinylSd,VinylSd,5,PConc,5,3,1452.0,5,1,2713,5,11,Typ,1,,3,3.0,858.0,3,3,11,2008,446261,3.5,5023.0,0
2850,43,7000,SWISU,7,1926,1997,Wd Sdng,Stucco,3,BrkTil,3,3,624.0,5,1,1479,4,6,Typ,2,,1,1.0,312.0,3,3,5,2006,160000,2.0,2415.0,80
1082,69,3940,Blmngtn,7,2004,2004,VinylSd,VinylSd,4,PConc,4,3,1393.0,5,1,1576,4,7,Typ,1,,2,3.0,668.0,3,3,5,2008,219990,3.0,3637.0,4
1440,93,9382,CollgCr,7,1999,2000,VinylSd,VinylSd,4,PConc,4,3,1468.0,5,1,1479,4,6,Typ,0,,2,2.0,577.0,3,3,7,2008,191000,2.0,3524.0,9
2006,55,6854,BrkSide,5,1925,1994,MetalSd,MetalSd,3,PConc,3,3,756.0,3,0,1060,3,6,Mod,1,,1,1.0,308.0,2,3,8,2007,136500,2.0,2124.0,82
2082,69,11515,Edwards,4,1958,1994,HdBoard,HdBoard,3,Slab,0,0,0.0,3,0,943,4,5,Min2,0,,1,1.0,308.0,3,1,8,2007,80000,1.0,1251.0,49
2344,69,13837,NWAmes,7,1988,1988,HdBoard,HdBoard,4,PConc,4,4,1204.0,4,1,2183,4,9,Typ,0,,1,3.0,786.0,3,3,2,2006,229000,2.5,4173.0,18
248,80,9938,SawyerW,7,1993,1994,MetalSd,MetalSd,4,PConc,4,3,1050.0,5,1,1949,4,8,Typ,1,,3,2.0,574.0,3,3,6,2010,236000,3.5,3573.0,17
2276,85,12633,Timber,10,2006,2007,MetalSd,MetalSd,5,PConc,5,3,1824.0,5,1,1824,5,8,Typ,1,,3,3.0,932.0,3,3,9,2007,392000,2.0,4580.0,1
755,57,6876,IDOTRR,6,1927,1950,Plywood,Plywood,3,CBlock,3,2,720.0,2,1,1930,3,8,Typ,0,,1,1.0,316.0,3,3,8,2009,149000,3.0,2966.0,82
1178,36,3951,Somerst,10,1998,1999,BrkFace,MetalSd,5,PConc,4,3,970.0,5,1,2393,5,7,Typ,1,,3,2.0,846.0,3,3,2,2008,345000,3.5,4209.0,10
2636,62,9856,OldTown,5,1900,2005,CemntBd,CmentBd,4,PConc,2,3,716.0,5,1,2014,3,8,Typ,0,,1,2.0,624.0,3,3,6,2006,169000,2.0,3354.0,106
2077,84,17808,Edwards,4,1946,1950,Wd Sdng,Wd Sdng,3,CBlock,3,3,484.0,3,0,1242,3,4,Mod,0,,1,1.0,336.0,3,1,7,2007,109900,1.0,2062.0,61
2930,74,9627,Mitchel,7,1993,1994,HdBoard,HdBoard,3,PConc,4,3,996.0,5,1,2000,3,9,Typ,1,,3,3.0,650.0,3,3,11,2006,188000,2.5,3646.0,13
737,50,6000,BrkSide,6,1939,1950,MetalSd,MetalSd,3,CBlock,3,3,780.0,5,1,1412,3,6,Typ,1,,1,1.0,280.0,3,3,5,2009,132500,1.0,2472.0,70
837,65,9757,CollgCr,5,1994,1994,VinylSd,VinylSd,3,PConc,3,3,990.0,5,1,990,3,5,Typ,0,,2,1.0,440.0,3,3,10,2009,143000,2.0,2420.0,15
2086,58,9280,Edwards,5,1951,1951,Wd Sdng,Wd Sdng,3,CBlock,2,3,1342.0,5,1,1342,3,7,Typ,0,,1,1.0,256.0,3,3,4,2007,125000,2.0,2940.0,56
2385,120,14780,NridgHt,9,2005,2005,VinylSd,VinylSd,5,PConc,5,3,1868.0,5,1,1868,5,7,Typ,1,,3,3.0,1085.0,3,3,6,2006,415000,3.0,4821.0,1
189,60,7740,OldTown,4,1910,1950,VinylSd,VinylSd,3,CBlock,2,3,622.0,4,1,1363,3,6,Typ,0,,1,2.0,528.0,3,3,6,2010,125500,1.0,2513.0,100
635,80,9600,NAmes,6,1958,1988,Wd Sdng,Wd Sdng,3,CBlock,3,3,1240.0,4,1,1632,3,6,Min1,1,,2,1.0,338.0,3,3,4,2009,139000,3.0,3210.0,51
432,97,13478,NridgHt,10,2008,2008,CemntBd,CmentBd,5,PConc,5,3,1722.0,5,1,2296,5,10,Typ,1,,2,3.0,842.0,3,3,6,2009,451950,3.5,4860.0,1
900,65,10926,Edwards,5,1959,1959,VinylSd,VinylSd,3,CBlock,3,3,1678.0,3,1,1678,3,10,Typ,0,,0,0.0,0.0,0,3,8,2009,119900,2.0,3356.0,50
966,69,6853,Timber,8,2001,2002,VinylSd,VinylSd,4,PConc,5,3,1267.0,5,1,1296,4,6,Typ,0,,3,2.0,471.0,3,3,6,2009,220000,3.0,3034.0,8
1612,85,10667,NAmes,6,1971,1971,MetalSd,MetalSd,3,CBlock,3,3,1587.0,3,1,1587,3,7,Typ,1,,1,2.0,525.0,3,3,3,2007,167300,2.0,3699.0,36
904,45,8212,Edwards,5,1941,1950,Wd Sdng,Wd Sdng,3,CBlock,3,3,720.0,5,1,1298,3,6,Typ,2,,1,1.0,256.0,3,3,9,2009,122000,1.0,2274.0,68
2487,70,9100,Sawyer,5,1963,1963,HdBoard,HdBoard,3,CBlock,3,3,1728.0,3,1,1728,3,10,Typ,0,,1,2.0,504.0,3,3,11,2006,125000,3.0,3960.0,43
1304,50,6000,OldTown,5,1957,1957,BrkFace,BrkFace,3,CBlock,3,3,928.0,4,1,928,3,5,Typ,0,,3,1.0,288.0,3,3,6,2008,112500,1.0,2144.0,51
2112,78,9316,CollgCr,7,2005,2006,VinylSd,VinylSd,4,PConc,4,3,879.0,5,1,1795,4,7,Typ,0,,2,2.0,578.0,3,3,10,2007,191000,2.5,3252.0,2
1244,75,9464,NAmes,6,1958,1958,MetalSd,MetalSd,3,CBlock,3,3,1080.0,4,1,1080,3,5,Typ,0,,1,1.0,288.0,3,3,6,2008,136000,1.0,2448.0,50
843,80,10400,CollgCr,7,1998,1998,VinylSd,VinylSd,3,PConc,4,3,866.0,5,1,1779,4,6,Typ,0,,2,2.0,546.0,3,3,3,2009,197900,2.5,3191.0,11
2689,59,5310,OldTown,6,1910,2003,VinylSd,VinylSd,3,CBlock,3,2,485.0,4,1,1635,4,5,Typ,0,,1,1.0,255.0,2,3,6,2006,117000,1.0,2375.0,96
2753,64,7406,CollgCr,7,2006,2006,VinylSd,VinylSd,4,PConc,4,3,1199.0,5,1,1220,4,6,Typ,0,,2,2.0,632.0,3,3,7,2006,194000,3.0,3051.0,0
1169,69,4538,Somerst,9,2001,2001,VinylSd,VinylSd,4,PConc,5,3,1310.0,5,1,1310,4,5,Typ,1,,2,2.0,545.0,3,3,7,2008,285000,2.5,3165.0,7
1376,62,10106,Edwards,5,1940,1999,Wd Sdng,Wd Sdng,3,BrkTil,3,3,644.0,4,1,1355,3,6,Typ,0,,0,0.0,0.0,0,3,9,2008,127500,3.0,1999.0,68
2503,69,13346,NoRidge,7,1992,2000,HdBoard,HdBoard,4,PConc,4,3,1095.0,5,1,2295,4,9,Typ,1,,2,2.0,590.0,3,3,7,2006,268000,3.5,3980.0,14
1987,57,9639,OldTown,4,1900,1950,MetalSd,MetalSd,3,PConc,3,3,1075.0,5,1,1798,3,7,Typ,0,,1,2.0,342.0,3,1,5,2007,137000,2.5,3215.0,107
1190,69,15387,NWAmes,7,1967,1967,Plywood,Plywood,3,CBlock,3,3,1620.0,5,1,1620,4,8,Typ,1,,1,2.0,578.0,3,3,8,2008,215000,2.0,3818.0,41
1930,75,10050,NAmes,5,1955,1955,MetalSd,MetalSd,3,CBlock,3,3,1216.0,3,1,1216,3,5,Typ,0,,2,1.0,336.0,3,3,8,2007,129500,2.0,2768.0,52
2677,69,6240,BrkSide,5,1936,1950,MetalSd,MetalSd,3,BrkTil,4,3,896.0,4,1,1344,3,7,Typ,0,,1,1.0,240.0,2,3,4,2006,115000,1.0,2480.0,70
1256,45,7506,OldTown,5,1925,1950,VinylSd,VinylSd,3,PConc,3,3,747.0,3,1,1159,3,5,Typ,0,,1,1.0,288.0,2,1,5,2008,114000,1.0,2194.0,83
2484,69,8900,SawyerW,4,1966,1966,HdBoard,HdBoard,3,CBlock,3,3,1056.0,3,1,1056,3,5,Typ,0,,1,1.0,384.0,3,3,11,2006,107000,2.0,2496.0,40
1253,80,8480,NAmes,5,1947,1950,MetalSd,MetalSd,3,CBlock,3,3,832.0,3,1,1216,3,6,Typ,0,,1,1.0,336.0,3,3,10,2008,118500,1.0,2384.0,61
1337,50,6000,BrkSide,6,1929,1950,WdShing,Wd Shng,3,BrkTil,3,3,862.0,3,1,1158,3,5,Typ,1,,2,1.0,208.0,3,3,7,2008,120000,1.0,2228.0,79
1788,74,8847,Somerst,8,2005,2005,VinylSd,VinylSd,4,PConc,4,3,1538.0,5,1,1538,4,7,Typ,0,,2,2.0,484.0,3,3,12,2007,260000,3.0,3560.0,2
141,69,8050,NAmes,5,1959,1959,MetalSd,MetalSd,3,CBlock,3,3,1143.0,3,1,1143,3,6,Typ,0,,2,1.0,308.0,3,3,5,2010,136000,2.0,2594.0,51
1669,70,8294,NAmes,4,1971,1971,MetalSd,MetalSd,3,CBlock,3,3,858.0,3,1,872,3,5,Typ,0,,1,4.0,480.0,3,3,6,2007,123000,1.0,2210.0,36
1366,69,7920,IDOTRR,6,1920,1950,MetalSd,MetalSd,3,CBlock,3,3,319.0,3,1,1406,2,6,Typ,0,,0,0.0,0.0,0,1,3,2008,89500,1.0,1725.0,88
52,100,18494,Gilbert,6,2005,2005,VinylSd,VinylSd,4,PConc,4,3,1324.0,5,1,1324,4,6,Typ,0,,3,2.0,430.0,3,3,1,2010,199500,2.0,3078.0,5
1380,69,7162,Sawyer,5,1966,1966,HdBoard,HdBoard,3,PConc,3,3,876.0,3,1,904,3,6,Typ,0,,1,1.0,408.0,3,3,12,2008,109900,1.0,2188.0,42
919,53,10918,Crawfor,7,1926,2004,MetalSd,MetalSd,4,BrkTil,4,3,1276.0,5,1,2080,4,9,Typ,2,,1,1.0,282.0,3,3,6,2009,234000,1.5,3638.0,83
2804,37,4435,CollgCr,6,2004,2004,VinylSd,VinylSd,4,PConc,4,3,848.0,5,1,848,4,3,Typ,1,,2,2.0,420.0,3,3,5,2006,155900,2.0,2116.0,2
782,69,11250,ClearCr,4,1957,1989,Wd Sdng,Wd Sdng,3,CBlock,3,3,1104.0,5,1,1788,3,8,Min2,2,,1,1.0,304.0,3,3,11,2009,161500,2.0,3196.0,52
956,69,14375,Timber,6,1958,1958,HdBoard,HdBoard,3,CBlock,3,3,819.0,4,1,1344,4,7,Typ,1,,2,2.0,525.0,3,3,1,2009,137500,1.0,2688.0,51
187,100,9045,OldTown,5,1910,1950,MetalSd,MetalSd,3,BrkTil,3,3,840.0,2,0,2256,2,12,Typ,0,,0,0.0,0.0,0,1,6,2010,76500,2.0,3096.0,100
2074,97,10029,ClearCr,6,1988,1989,Plywood,Plywood,4,PConc,4,3,1151.0,3,1,2060,3,8,Typ,1,,1,2.0,521.0,3,3,9,2007,211000,2.5,3732.0,19
1039,34,4060,NAmes,6,1998,1999,MetalSd,MetalSd,4,PConc,4,3,1405.0,5,1,1337,4,5,Typ,0,,3,2.0,511.0,3,3,8,2008,181000,3.0,3253.0,10
1210,82,9020,NAmes,6,1966,1966,HdBoard,HdBoard,3,CBlock,3,3,1127.0,3,1,1165,3,6,Typ,0,,2,2.0,490.0,4,3,5,2008,174900,2.5,2782.0,42
2710,96,11777,Sawyer,5,1966,1966,VinylSd,VinylSd,3,CBlock,3,3,1164.0,5,1,1320,3,6,Typ,2,,2,2.0,564.0,3,3,5,2006,164500,2.0,3048.0,40
44,70,10171,NridgHt,7,2004,2004,VinylSd,VinylSd,4,PConc,4,3,1517.0,5,1,1535,4,7,Typ,0,,2,2.0,532.0,3,3,3,2010,214000,2.0,3584.0,6
1026,80,10400,NWAmes,7,1980,1988,HdBoard,HdBoard,3,CBlock,4,3,738.0,3,1,2044,3,7,Min1,1,,1,2.0,489.0,3,3,3,2008,185000,2.5,3271.0,28
1343,52,6240,BrkSide,4,1929,1950,MetalSd,MetalSd,3,PConc,3,3,704.0,5,1,1136,3,6,Typ,0,,1,1.0,336.0,3,3,8,2008,123000,1.0,2176.0,79
2248,69,12150,Mitchel,6,1979,1979,HdBoard,Wd Shng,3,CBlock,4,3,1001.0,3,1,1299,4,5,Typ,1,,2,2.0,486.0,3,3,1,2007,183500,3.0,2786.0,28
1849,24,2645,Somerst,8,1999,2000,MetalSd,MetalSd,4,PConc,4,3,776.0,5,1,1441,4,5,Typ,0,,1,2.0,492.0,3,3,11,2007,174000,2.5,2709.0,8
2076,69,22692,Edwards,5,1953,1953,MetalSd,MetalSd,3,CBlock,3,3,1073.0,3,1,1630,3,6,Mod,1,,1,2.0,649.0,3,2,3,2007,130000,2.0,3352.0,54
2641,60,9600,OldTown,7,1925,1990,Wd Sdng,Wd Sdng,3,BrkTil,3,4,728.0,5,1,1641,5,6,Typ,1,,1,2.0,546.0,2,3,8,2006,178000,1.5,2915.0,81
5,74,13830,Gilbert,5,1997,1998,VinylSd,VinylSd,3,PConc,4,3,928.0,4,1,1629,3,6,Typ,1,,3,2.0,482.0,3,3,3,2010,189900,2.5,3039.0,13
878,69,4435,CollgCr,6,2003,2004,VinylSd,VinylSd,4,PConc,4,3,848.0,5,1,848,4,4,Typ,0,,3,2.0,420.0,3,3,6,2009,144000,2.0,2116.0,6
1548,69,5890,IDOTRR,6,1930,2007,Wd Sdng,Wd Sdng,4,BrkTil,3,3,816.0,5,1,816,3,5,Typ,0,,1,1.0,432.0,3,3,6,2008,120500,1.0,2064.0,78
841,112,10859,CollgCr,5,1994,1995,VinylSd,VinylSd,3,PConc,4,3,1097.0,5,1,1097,3,6,Typ,0,,1,2.0,672.0,3,3,6,2009,145000,1.5,2866.0,15
1621,41,5330,StoneBr,8,2000,2000,CemntBd,CmentBd,4,PConc,4,3,1494.0,5,1,1652,5,6,Typ,0,,2,2.0,499.0,3,3,8,2007,251000,3.0,3645.0,7
218,72,10778,Sawyer,4,1968,1968,HdBoard,HdBoard,3,CBlock,3,3,1768.0,3,0,1768,3,8,Typ,0,,0,0.0,0.0,0,3,4,2010,136500,2.0,3536.0,42
1504,74,6845,Edwards,4,1955,1955,WdShing,Wd Shng,3,Slab,0,0,0.0,3,0,1152,3,6,Typ,0,,0,0.0,0.0,0,1,7,2008,82500,2.0,1152.0,53
946,109,21780,IDOTRR,2,1910,1950,Wd Sdng,Wd Sdng,2,CBlock,0,0,0.0,3,0,810,3,4,Min1,0,,1,1.0,280.0,3,1,3,2009,57625,1.0,1090.0,99
455,80,10307,NridgHt,7,2007,2008,VinylSd,VinylSd,4,PConc,4,3,1350.0,5,1,1358,4,6,Typ,1,,2,2.0,484.0,3,3,5,2009,212500,3.0,3192.0,2
2906,32,4500,Mitchel,6,1998,1998,VinylSd,VinylSd,3,PConc,5,3,1216.0,5,1,1216,3,5,Typ,0,,1,2.0,402.0,3,3,5,2006,164000,3.0,2834.0,8
2878,75,9060,IDOTRR,6,1957,1957,MetalSd,MetalSd,3,CBlock,3,3,967.0,4,1,1638,4,6,Typ,0,,1,1.0,384.0,3,3,4,2006,139000,2.0,2989.0,49
1173,24,2160,Somerst,7,1999,2000,MetalSd,MetalSd,4,PConc,4,3,600.0,5,1,1252,4,4,Typ,0,,1,2.0,462.0,3,3,3,2008,160000,3.5,2314.0,9
985,70,7669,Mitchel,5,1992,1993,HdBoard,Wd Shng,3,PConc,4,3,828.0,3,1,883,3,5,Typ,1,,1,2.0,698.0,3,3,6,2009,149000,2.0,2409.0,17
975,62,9858,Mitchel,5,1968,1968,HdBoard,HdBoard,3,CBlock,3,3,864.0,3,1,874,3,5,Typ,0,,2,1.0,288.0,3,3,11,2009,130000,2.0,2026.0,41
202,50,10300,OldTown,7,1921,1950,Stucco,Stucco,3,BrkTil,3,3,576.0,4,1,1710,3,9,Typ,0,,1,2.0,480.0,3,3,4,2010,140000,2.0,2766.0,89
528,65,8125,Somerst,8,2008,2009,VinylSd,VinylSd,4,PConc,4,3,1836.0,5,1,1836,4,8,Typ,1,,3,2.0,517.0,3,3,10,2009,264500,2.0,4189.0,1
2579,69,14850,NAmes,5,1957,1957,Wd Sdng,Wd Sdng,3,CBlock,3,3,1092.0,3,1,1092,3,6,Typ,1,,3,1.0,299.0,3,3,5,2006,141000,2.0,2483.0,49
1841,35,4274,Somerst,7,2006,2007,VinylSd,VinylSd,4,PConc,4,3,1241.0,5,1,1241,4,4,Typ,0,,3,2.0,569.0,3,3,11,2007,199900,2.5,3051.0,1
591,80,9650,NWAmes,6,1977,1977,Plywood,Plywood,3,CBlock,4,3,1350.0,3,1,1334,3,6,Typ,1,,2,2.0,630.0,3,3,4,2009,167900,2.0,3314.0,32
1897,69,14585,NAmes,6,1960,1987,Wd Sdng,Wd Sdng,3,CBlock,3,3,1144.0,5,1,1429,4,7,Typ,2,,1,2.0,572.0,3,3,6,2007,181900,1.0,3145.0,47
70,75,9000,Somerst,8,2008,2008,VinylSd,VinylSd,4,PConc,4,3,1566.0,5,1,1566,4,7,Typ,0,,2,2.0,750.0,3,3,4,2010,262500,3.0,3882.0,2
590,69,13774,NWAmes,7,1977,1992,HdBoard,HdBoard,3,PConc,4,3,908.0,5,1,2288,4,8,Typ,2,,2,2.0,520.0,3,3,11,2009,230000,2.0,3716.0,32
1172,50,5119,Somerst,9,1999,2000,MetalSd,MetalSd,4,PConc,5,3,1698.0,5,1,1709,4,5,Typ,1,,3,2.0,506.0,3,3,1,2008,328900,3.0,3913.0,9
1714,71,9254,NridgHt,8,2005,2005,VinylSd,VinylSd,4,PConc,4,3,1721.0,5,1,1721,4,7,Typ,0,,2,2.0,554.0,3,3,1,2007,232698,3.0,3996.0,2
829,95,10324,CollgCr,8,2008,2008,VinylSd,VinylSd,4,PConc,4,3,1254.0,5,1,1254,4,5,Typ,0,,2,3.0,810.0,3,3,3,2009,221800,3.0,3318.0,1
1397,63,8375,Sawyer,5,1941,1973,Wd Sdng,Wd Sdng,3,BrkTil,3,3,576.0,4,1,1350,4,6,Min1,0,,1,3.0,627.0,3,1,6,2008,152400,2.5,2553.0,67
877,75,9750,CollgCr,7,2000,2001,VinylSd,VinylSd,4,PConc,4,3,1630.0,5,1,1630,4,6,Typ,1,,1,2.0,451.0,3,3,10,2009,213000,2.0,3711.0,9
2477,74,7632,SawyerW,7,2005,2005,VinylSd,VinylSd,4,PConc,4,3,784.0,5,1,1585,4,7,Typ,0,,2,2.0,449.0,3,3,3,2006,184900,2.5,2818.0,1
2871,90,15750,Crawfor,5,1953,1953,MetalSd,MetalSd,3,CBlock,3,3,1165.0,3,1,1336,3,5,Typ,2,,1,1.0,375.0,3,3,6,2006,157000,2.0,2876.0,53
2489,69,9240,Sawyer,5,1962,2002,HdBoard,HdBoard,3,CBlock,3,3,864.0,4,1,1211,3,6,Min1,1,,1,2.0,576.0,3,3,3,2006,144000,1.0,2651.0,44
1655,80,10400,NWAmes,6,1979,1999,MetalSd,MetalSd,3,CBlock,4,3,1259.0,5,1,1353,3,5,Typ,1,,2,2.0,478.0,3,3,8,2007,192350,3.0,3090.0,28
1891,80,8800,NAmes,7,1966,1966,HdBoard,Plywood,3,CBlock,3,3,1174.0,5,1,1200,3,6,Typ,1,,2,2.0,440.0,3,3,10,2007,163500,2.0,2814.0,41
1419,86,11839,SawyerW,7,1990,1990,HdBoard,HdBoard,3,PConc,4,3,1475.0,5,1,2329,4,10,Typ,1,,1,2.0,514.0,3,3,5,2008,262280,3.5,4318.0,18
1473,70,9135,CollgCr,7,2002,2003,VinylSd,VinylSd,4,PConc,4,3,1536.0,5,1,1536,4,7,Typ,0,,2,2.0,532.0,3,3,12,2008,214000,3.0,3604.0,6
2868,90,14115,Crawfor,6,1956,2004,Stone,Stone,3,PConc,3,3,1073.0,5,1,1811,5,6,Typ,1,,3,2.0,470.0,3,3,7,2006,230000,1.0,3354.0,50
1695,109,14154,NridgHt,7,2006,2006,VinylSd,VinylSd,4,PConc,5,4,1063.0,5,1,2172,4,9,Typ,1,,2,3.0,947.0,3,3,8,2007,280000,2.5,4182.0,1
2244,65,6565,IDOTRR,4,1957,1980,MetalSd,MetalSd,3,CBlock,3,3,1073.0,4,1,1073,3,6,Typ,0,,1,2.0,720.0,3,3,8,2007,140000,2.0,2866.0,50
169,70,7700,NAmes,6,1966,1966,MetalSd,MetalSd,3,CBlock,3,3,756.0,3,1,1839,3,7,Typ,1,,1,2.0,442.0,3,3,6,2010,155000,1.5,3037.0,44
2670,63,4761,IDOTRR,3,1918,1950,Wd Sdng,Wd Sdng,2,BrkTil,3,2,1020.0,2,0,1020,2,5,Typ,0,,0,0.0,0.0,0,1,10,2006,64500,1.0,2040.0,88
247,87,12361,SawyerW,6,1993,1993,VinylSd,VinylSd,4,PConc,4,3,946.0,5,1,1802,4,8,Typ,1,,2,4.0,1017.0,3,3,5,2010,218000,2.5,3765.0,17
2137,72,9720,CollgCr,5,1977,1977,Plywood,VinylSd,3,CBlock,3,5,995.0,3,1,1009,3,6,Typ,1,,1,2.0,576.0,3,3,6,2007,160000,2.0,2580.0,30
1794,72,8640,Somerst,8,2007,2007,VinylSd,VinylSd,4,PConc,4,3,1338.0,5,1,1338,4,6,Typ,0,,2,2.0,598.0,3,3,11,2007,208900,2.0,3274.0,0
1498,123,47007,Edwards,5,1959,1996,Plywood,Plywood,3,Slab,0,0,0.0,3,1,3820,5,11,Typ,2,,1,2.0,624.0,3,3,7,2008,284700,3.5,4444.0,49
1164,30,3180,Somerst,7,2007,2007,VinylSd,VinylSd,4,PConc,4,3,689.0,5,1,1392,4,5,Typ,0,,1,2.0,540.0,3,3,3,2008,146000,2.0,2621.0,1
